url,companyName,location,salary,contractType,jobTitle,jobDescription,jobCategory
"https://students.pl/oferty/ap-accountant-with-bulgarian,warszawa/11043/",Accenture,Warszawa,"Nie podano",,"AP Accountant with Bulgarian","AP Accountant with Bulgarian Finanse Języki obce bułgarski",Finanse
"https://students.pl/oferty/legal-professional-with-german-language,warszawa/11041/",Accenture,Warszawa,"Nie podano",,"Legal Professional with German language","Legal Professional with German language Języki obce Prawo niemiecki","Języki obce"
"https://students.pl/oferty/intern-in-digital-marketing,warszawa/11039/",Accenture,Warszawa,"Nie podano",,"Intern in Digital Marketing","Intern in Digital Marketing Marketing i reklama Microsoft Excel","Marketing i reklama"
"https://students.pl/oferty/junior-data-reviewer-with-english-and-spanish,krakow/11033/",Accenture,Kraków,"Nie podano",,"Junior Data Reviewer with English and Spanish","Junior Data Reviewer with English and Spanish Języki obce hiszpański","Języki obce"
"https://students.pl/oferty/customer-service-representative-with-russian,warszawa/11031/",Accenture,Warszawa,"Nie podano",,"Customer Service Representative with Russian","Customer Service Representative with Russian Języki obce Obsługa klienta zagranicznego rosyjski","Języki obce"
"https://students.pl/oferty/junior-data-reviewer-with-english-and-croatian,warszawa/11030/",Accenture,Warszawa,"Nie podano",,"Junior Data Reviewer with English and Croatian","Junior Data Reviewer with English and Croatian Języki obce chorwacki","Języki obce"
"https://students.pl/oferty/junior-data-reviewer-with-english-and-turkish,krakow/9162/",Accenture,Kraków,"Nie podano","Umowa o pracę","Junior Data Reviewer with English and Turkish","Junior Data Reviewer with English and Turkish Języki obce Obsługa klienta zagranicznego angielski turecki","Języki obce"
"https://students.pl/oferty/junior-data-reviewer-with-english-and-french,warszawa/7187/",Accenture,Warszawa,"Nie podano","Umowa o pracę","Junior Data Reviewer with English and French","Junior Data Reviewer with English and French Języki obce Obsługa klienta zagranicznego francuski","Języki obce"
"https://students.pl/oferty/c-working-student,wroclaw/2953/",Nokia,Wrocław,"Nie podano",,"C++ working student","C++ working student IT i Programowanie C++ Linux OOP","IT i Programowanie"
"https://students.pl/oferty/working-student-software-test-engineer,krakow/2952/",Nokia,Kraków,"Nie podano",,"Working Student - Software Test Engineer","Working Student - Software Test Engineer IT i Programowanie Testowanie automatyczne Testowanie oprogramowania Linux","IT i Programowanie"
"https://students.pl/oferty/specjalista-ds-obsugi-klienta-jniemiecki,warszawa/13029/","SITEL Polska",Warszawa,"Nie podano","Umowa o pracę","Specjalista ds. obsługi klienta - j.niemiecki","Specjalista ds. obsługi klienta - j.niemiecki Języki obce niemiecki","Języki obce"
"https://students.pl/oferty/specjalista-ds-obsugi-klienta-j-polski,warszawa/13183/","SITEL Polska",Warszawa,"Nie podano",,"Specjalista ds. obsługi klienta - j. polski","Specjalista ds. obsługi klienta - j. polski Obsługa klienta polskojęzycznego Call center","Obsługa klienta polskojęzycznego"
"https://students.pl/oferty/video-game-tester-spanish-english-localisation-late-shift-part-time,warszawa/13704/",Testronic,Warszawa,"Nie podano",,"Video Game Tester – Spanish / English Localisation (Late Shift, Part time)","Video Game Tester – Spanish / English Localisation (Late Shift, Part time) IT i Programowanie Języki obce Testowanie gier hiszpański","IT i Programowanie"
"https://students.pl/oferty/sprzedawca-mohito-silesia-katowice,katowice/13699/","LPP S.A.",Katowice,"Nie podano","Umowa o pracę","Sprzedawca / Mohito / Silesia / Katowice","Sprzedawca / Mohito / Silesia / Katowice Sprzedaż Customer care",Sprzedaż
"https://students.pl/oferty/modszy-copywriter,gdansk/13700/","LPP S.A.",Gdańsk,"Nie podano","Umowa o pracę","Młodszy Copywriter","Młodszy Copywriter Marketing i reklama Copywriting SEO moda","Marketing i reklama"
"https://students.pl/oferty/sprzedawca-mohito-atrium-promenada-warszawa,warszawa/13698/","LPP S.A.",Warszawa,"Nie podano","Umowa o pracę","Sprzedawca / Mohito / Atrium Promenada / Warszawa","Sprzedawca / Mohito / Atrium Promenada / Warszawa Sprzedaż Customer care",Sprzedaż
"https://students.pl/oferty/dekorator-sinsay-galeria-leszno-leszno,leszno/13697/","LPP S.A.",Leszno,"Nie podano","Umowa o pracę","Dekorator / Sinsay / Galeria Leszno / Leszno","Dekorator / Sinsay / Galeria Leszno / Leszno Sprzedaż Customer care",Sprzedaż
"https://students.pl/oferty/praktyki-w-dziale-doradztwa-podatkowego,warszawa/13581/",Deloitte,Warszawa,"Nie podano","Umowa zlecenie","Praktyki w dziale Doradztwa Podatkowego","Praktyki w dziale Doradztwa Podatkowego Finanse Microsoft Office Rachunkowość angielski SGH",Finanse
"https://students.pl/oferty/digitalization-improvement-trainee,wroclaw/13695/",Nokia,Wrocław,"Nie podano",,"Digitalization Improvement Trainee","Digitalization Improvement Trainee IT i Programowanie Agile Scrum VPN Informatyka JIRA Linux","IT i Programowanie"
"https://students.pl/oferty/specjalista-ds-analiz-sprzedazy,gdansk/13684/","LPP S.A.",Gdańsk,"Nie podano","Umowa o pracę","Specjalista ds. analiz sprzedaży","Specjalista ds. analiz sprzedaży Sprzedaż Analiza danych Microsoft Excel Power BI SQL",Sprzedaż
"https://students.pl/oferty/specjalista-do-spraw-tumaczen-z-jezyka-angielskiego-na-jezyk-polski,warszawa/13693/","Teleperformance Polska",Warszawa,"Nie podano",,"Specjalista do spraw tłumaczeń z języka angielskiego na język polski","Specjalista do spraw tłumaczeń z języka angielskiego na język polski Języki obce Tłumaczenia angielski polski","Języki obce"
"https://students.pl/oferty/translator-with-english-and-french,warszawa/13692/","Teleperformance Polska",Warszawa,"Nie podano",,"Translator with English and French","Translator with English and French Języki obce Tłumaczenia francuski","Języki obce"
"https://students.pl/oferty/customer-support-specialist-with-french-language,warszawa/13691/","Teleperformance Polska",Warszawa,"Nie podano","Umowa o pracę, umowa zlecenie","Customer Support Specialist with French language","Customer Support Specialist with French language Języki obce Obsługa klienta francuski","Języki obce"
"https://students.pl/oferty/translation-specialist,zdalnie/13690/","Teleperformance Polska",Zdalnie,"Nie podano","Umowa zlecenie","Translation Specialist","Translation Specialist Języki obce angielski polski","Języki obce"
"https://students.pl/oferty/konsultant-ds-wsparcia-klientow-z-jezykiem-hiszpanskim,warszawa/13688/","Teleperformance Polska",Warszawa,"Nie podano","Umowa zlecenie","Konsultant ds. wsparcia klientów z językiem hiszpańskim","Konsultant ds. wsparcia klientów z językiem hiszpańskim Języki obce Obsługa klienta hiszpański","Języki obce"
"https://students.pl/oferty/specjalista-ds-obsugi-klienta-ecommerce,warszawa/13686/","Teleperformance Polska",Warszawa,"Nie podano",,"Specjalista ds. obsługi klienta /ecommerce/","Specjalista ds. obsługi klienta /ecommerce/ Obsługa klienta Customer care E-commerce","Obsługa klienta"
"https://students.pl/oferty/sprzedawca-reserved-cuprum-lubin,lubin/13682/","LPP S.A.",Lubin,"Nie podano","Umowa o pracę","Sprzedawca / Reserved / Cuprum / Lubin","Sprzedawca / Reserved / Cuprum / Lubin Sprzedaż Customer care",Sprzedaż
"https://students.pl/oferty/sprzedawca-cropp-brama-pomorza-chojnice,chojnice/13681/","LPP S.A.",Chojnice,"Nie podano","Umowa o pracę","Sprzedawca / Cropp / Brama Pomorza / Chojnice","Sprzedawca / Cropp / Brama Pomorza / Chojnice Sprzedaż Customer care",Sprzedaż
"https://students.pl/oferty/sprzedawca-mohito-turawa-park-opole,opole/13680/","LPP S.A.",Opole,"Nie podano","Umowa o pracę","Sprzedawca / Mohito / Turawa Park / Opole","Sprzedawca / Mohito / Turawa Park / Opole Sprzedaż Customer care",Sprzedaż
"https://students.pl/oferty/junior-recruiter-paid-internship,warszawa/13667/",Elanco,Warszawa,"4500 - 5500zł","Umowa o pracę","Junior Recruiter - paid internship","Junior Recruiter - paid internship HR Customer care Microsoft Office Rekrutacja angielski",HR
"https://students.pl/oferty/clarks-szuka-sprzedawcy,krakow/13457/","CLARKS Polska Sp. z o.o.",Kraków,"1600zł +","Umowa o pracę","CLARKS SZUKA SPRZEDAWCY :)","CLARKS SZUKA SPRZEDAWCY :) Sprzedaż",Sprzedaż
"https://students.pl/oferty/modszy-specjalista-ds-wsparcia-sprzedazy-internetowej,gdansk/13416/","LPP S.A.",Gdańsk,"Nie podano","Umowa o pracę","Młodszy specjalista ds. wsparcia sprzedaży internetowej","Młodszy specjalista ds. wsparcia sprzedaży internetowej Marketing i reklama Analiza danych E-commerce E-marketing","Marketing i reklama"
"https://students.pl/oferty/sprzedawca-mohito-galardia-starachowice,starachowice/13415/","LPP S.A.",Starachowice,"Nie podano","Umowa o pracę","Sprzedawca / Mohito / Galardia / Starachowice","Sprzedawca / Mohito / Galardia / Starachowice Sprzedaż Customer care",Sprzedaż
"https://students.pl/oferty/sprzedawca-house-galeria-leszno-leszno,leszno/13414/","LPP S.A.",Leszno,"Nie podano","Umowa o pracę","Sprzedawca / House / Galeria Leszno / Leszno","Sprzedawca / House / Galeria Leszno / Leszno Sprzedaż Customer care",Sprzedaż
"https://students.pl/oferty/sprzedawca-dodatek-transportowy-house-ch-janki-janki,janki/13409/","LPP S.A.",Janki,"Nie podano","Umowa o pracę","Sprzedawca (+dodatek transportowy) / House / CH Janki / Janki","Sprzedawca (+dodatek transportowy) / House / CH Janki / Janki Obsługa klienta Customer care","Obsługa klienta"
"https://students.pl/oferty/sprzedawca-house-galeria-siedlce-siedlce,siedlce/13408/","LPP S.A.",Siedlce,"Nie podano","Umowa o pracę","Sprzedawca / House / Galeria Siedlce / Siedlce","Sprzedawca / House / Galeria Siedlce / Siedlce Sprzedaż Customer care",Sprzedaż
"https://students.pl/oferty/asystent-kierownika-house-veneda-omza,lomza/13407/","LPP S.A.",Łomża,"Nie podano","Umowa o pracę","Asystent Kierownika / House / Veneda / Łomża","Asystent Kierownika / House / Veneda / Łomża Sprzedaż Customer care",Sprzedaż
"https://students.pl/oferty/poszukujemy-sprzedawcow-do-salonu-clarks,poznan/13403/",CLARKS,Poznań,"1600 - 3200zł","Umowa o pracę","Poszukujemy SPRZEDAWCÓW do salonu CLARKS","Poszukujemy SPRZEDAWCÓW do salonu CLARKS Sprzedaż angielski",Sprzedaż
"https://students.pl/oferty/sprzedawca-omza,lomza/13401/","LPP S.A.",Łomża,"Nie podano","Umowa o pracę","Sprzedawca / Łomża","Sprzedawca / Łomża Sprzedaż Customer care",Sprzedaż
"https://students.pl/oferty/sprzedawca-reserved-cuprum-lubin,lubin/13400/","LPP S.A.",Lubin,"Nie podano","Umowa o pracę","Sprzedawca / Reserved / Cuprum / Lubin","Sprzedawca / Reserved / Cuprum / Lubin Sprzedaż Customer care",Sprzedaż
"https://students.pl/oferty/sprzedawca-sinsay-turzyn-szczecin,szczecin/13399/","LPP S.A.",Szczecin,2800zł,"Umowa o pracę","Sprzedawca / Sinsay / Turzyn / Szczecin","Sprzedawca / Sinsay / Turzyn / Szczecin Sprzedaż Customer care",Sprzedaż
"https://students.pl/oferty/konsultant-infolinii-obsugowej-branza-medyczna,warszawa/13398/",CCIG,Warszawa,"Nie podano","Umowa zlecenie","Konsultant infolinii obsługowej - branża medyczna","Konsultant infolinii obsługowej - branża medyczna Obsługa klienta Call center Customer care","Obsługa klienta"
"https://students.pl/oferty/specjalista-ds-obsugi-klienta-sieci-orange,czestochowa/13397/",CCIG,Częstochowa,"Nie podano","Umowa zlecenie","Specjalista ds. obsługi klienta sieci Orange","Specjalista ds. obsługi klienta sieci Orange Obsługa klienta Call center Customer care","Obsługa klienta"
"https://students.pl/oferty/telefoniczny-doradca-klienta,gdynia/13396/",CCIG,Gdynia,"Nie podano","Umowa zlecenie","Telefoniczny Doradca Klienta","Telefoniczny Doradca Klienta Obsługa klienta Call center Customer care","Obsługa klienta"
"https://students.pl/oferty/telefoniczny-doradca-klienta,katowice/13392/",CCIG,Katowice,"Nie podano","Umowa zlecenie","Telefoniczny Doradca Klienta","Telefoniczny Doradca Klienta Obsługa klienta Call center Customer care","Obsługa klienta"
"https://students.pl/oferty/specjalista-ds-telefonicznej-obsugi-klienta,tarnow/13391/",CCIG,Tarnów,"Nie podano","Umowa zlecenie","Specjalista ds. telefonicznej obsługi klienta","Specjalista ds. telefonicznej obsługi klienta Obsługa klienta Call center Customer care","Obsługa klienta"
"https://students.pl/oferty/specjalista-ds-obsugi-klienta-infolinia-przychodzaca,tarnow/13390/",CCIG,Tarnów,"Nie podano","Umowa zlecenie","Specjalista ds. obsługi klienta - infolinia przychodząca","Specjalista ds. obsługi klienta - infolinia przychodząca Obsługa klienta Call center Customer care","Obsługa klienta"
"https://students.pl/oferty/zostan-kierowca-taxi-zarabiaj-do-400z-na-reke-za-9h-pracydziennie,krakow/13696/","Veto Solution sp. z o.o.",Kraków,"4800 - 10800zł","Umowa B2B, umowa o pracę, umowa zlecenie","Zostań Kierowcą Taxi - zarabiaj do 400zł na rękę za 9h pracy/dziennie","Zostań Kierowcą Taxi - zarabiaj do 400zł na rękę za 9h pracy/dziennie Transport i logistyka Kierowca Kat. B","Transport i logistyka"
"https://students.pl/oferty/telefoniczny-doradca-klienta-branza-telekomunikacyjna,katowice/13679/",CCIG,Katowice,"Nie podano","Umowa zlecenie","Telefoniczny Doradca Klienta - branża telekomunikacyjna","Telefoniczny Doradca Klienta - branża telekomunikacyjna Obsługa klienta Call center Customer care","Obsługa klienta"
"https://students.pl/oferty/internship-in-pricing-rebates-team,krakow/13633/","Kimberly Clark",Kraków,"Nie podano","Umowa zlecenie","Internship in Pricing & Rebates Team","Internship in Pricing & Rebates Team Finanse Języki obce Obsługa klienta zagranicznego angielski włoski",Finanse
"https://students.pl/oferty/intern-analyst-audit-advisory,warszawa/13678/",Deloitte,Warszawa,"Nie podano","Umowa o pracę, umowa zlecenie","Intern / Analyst - Audit Advisory","Intern / Analyst - Audit Advisory Finanse Audyt Microsoft Excel Microsoft Office SGH",Finanse
"https://students.pl/oferty/asystent-w-dziale-audytu,warszawa/13676/",Deloitte,Warszawa,"Nie podano","Umowa o pracę","Asystent w dziale Audytu","Asystent w dziale Audytu Finanse Analiza danych Audyt Microsoft Office Rachunkowość SGH",Finanse
"https://students.pl/oferty/praktyki-w-dziale-audytu,lodz/13675/",Deloitte,Łódź,"Nie podano","Umowa o pracę, umowa zlecenie","Praktyki w dziale Audytu","Praktyki w dziale Audytu Finanse Audyt Microsoft Office Ekonomia Rachunkowość",Finanse
"https://students.pl/oferty/praktyki-w-dziale-audytu,katowice/13674/",Deloitte,Katowice,"Nie podano","Umowa o pracę, umowa zlecenie","Praktyki w dziale Audytu","Praktyki w dziale Audytu Finanse Audyt Microsoft Office Ekonomia Rachunkowość",Finanse
"https://students.pl/oferty/doradca-klienta-detalicznego-z-obsuga-gotowkowa,gniew/13673/","BNP Paribas Bank Polska",Gniew,"Nie podano","Umowa o pracę","Doradca Klienta Detalicznego (z obsługą gotówkową)","Doradca Klienta Detalicznego (z obsługą gotówkową) Finanse Bankowość detaliczna Microsoft Office",Finanse
"https://students.pl/oferty/doradca-klienta-detalicznego,warszawa/13672/","BNP Paribas Bank Polska",Warszawa,"Nie podano","Umowa o pracę","Doradca Klienta Detalicznego","Doradca Klienta Detalicznego Finanse Bankowość detaliczna Microsoft Office",Finanse
"https://students.pl/oferty/doradca-klienta-detalicznego,kielce/13671/","BNP Paribas Bank Polska",Kielce,"Nie podano","Umowa o pracę","Doradca Klienta Detalicznego","Doradca Klienta Detalicznego Finanse Bankowość detaliczna Microsoft Office",Finanse
"https://students.pl/oferty/doradca-klienta-detalicznego,krasnik/13670/","BNP Paribas Bank Polska",Kraśnik,"Nie podano","Umowa o pracę","Doradca Klienta Detalicznego","Doradca Klienta Detalicznego Finanse Bankowość detaliczna Microsoft Office",Finanse
"https://students.pl/oferty/doradca-klienta-detalicznego,biala-podlaska/13669/","BNP Paribas Bank Polska","Biała Podlaska","Nie podano","Umowa o pracę","Doradca Klienta Detalicznego","Doradca Klienta Detalicznego Finanse Bankowość detaliczna Microsoft Office",Finanse
"https://students.pl/oferty/doradca-klienta-detalicznego,piaseczno/13668/","BNP Paribas Bank Polska",Piaseczno,"Nie podano","Umowa o pracę","Doradca Klienta Detalicznego","Doradca Klienta Detalicznego Finanse Bankowość detaliczna Microsoft Office",Finanse
"https://students.pl/oferty/sprzedawca-house-galeria-victoria-wabrzych,walbrzych/13666/","LPP S.A.",Wałbrzych,"Nie podano","Umowa o pracę","Sprzedawca / House / Galeria Victoria / Wałbrzych","Sprzedawca / House / Galeria Victoria / Wałbrzych Sprzedaż Customer care",Sprzedaż
"https://students.pl/oferty/asystent-kierownika-house-vivo-krosno,krosno/13665/","LPP S.A.",Krosno,"Nie podano","Umowa o pracę","Asystent Kierownika / House / VIVO! / Krosno","Asystent Kierownika / House / VIVO! / Krosno Sprzedaż Customer care Koordynacja zmiany",Sprzedaż
"https://students.pl/oferty/video-game-tester-german-english-localisation-late-shift-part-time,warszawa/13664/",Testronic,Warszawa,"Nie podano",,"Video Game Tester – German/ English Localisation (Late Shift, Part time)","Video Game Tester – German/ English Localisation (Late Shift, Part time) IT i Programowanie Języki obce Testowanie gier niemiecki","IT i Programowanie"
"https://students.pl/oferty/video-game-tester-french-english-localisation-late-shift-part-time,warszawa/13663/",Testronic,Warszawa,"Nie podano",,"Video Game Tester – French / English Localisation (Late Shift, Part time)","Video Game Tester – French / English Localisation (Late Shift, Part time) IT i Programowanie Języki obce Testowanie gier francuski","IT i Programowanie"
"https://students.pl/oferty/video-game-tester-danish-english-localisation-late-shift-part-time,warszawa/13662/",Testronic,Warszawa,"Nie podano",,"Video Game Tester – Danish / English Localisation (Late Shift, Part time)","Video Game Tester – Danish / English Localisation (Late Shift, Part time) IT i Programowanie Języki obce Testowanie oprogramowania duński","IT i Programowanie"
"https://students.pl/oferty/bi-architectdeveloper,warszawa/13661/",Testronic,Warszawa,"Nie podano",,"BI Architect/Developer","BI Architect/Developer IT i Programowanie Business Intelligence Microsoft Excel Salesforce SQL","IT i Programowanie"
"https://students.pl/oferty/tax-operations-finance-analyst-with-portuguese,krakow/13660/",Accenture,Kraków,"Nie podano",,"Tax Operations Finance Analyst with Portuguese","Tax Operations Finance Analyst with Portuguese Finanse Języki obce Analiza danych portugalski Ekonomia",Finanse
"https://students.pl/oferty/junior-data-reviewer-with-english-and-czech-or-slovak,krakow/13658/",Accenture,Kraków,"Nie podano",,"Junior Data Reviewer with English and Czech or Slovak","Junior Data Reviewer with English and Czech or Slovak Finanse Języki obce Analiza danych czeski słowacki",Finanse
"https://students.pl/oferty/telefoniczny-doradca-klienta,gdansk/13657/",CCIG,Gdańsk,"Nie podano","Umowa zlecenie","Telefoniczny Doradca Klienta","Telefoniczny Doradca Klienta Obsługa klienta Call center Customer care","Obsługa klienta"
"https://students.pl/oferty/specjalista-ds-telefonicznej-obsugi-klienta,gdynia/13656/",CCIG,Gdynia,"Nie podano","Umowa zlecenie","Specjalista ds. Telefonicznej Obsługi Klienta","Specjalista ds. Telefonicznej Obsługi Klienta Obsługa klienta Call center Customer care","Obsługa klienta"
"https://students.pl/oferty/doradca-ds-infolinii-medycznej,wroclaw/13655/",CCIG,Wrocław,"Nie podano","Umowa zlecenie","Doradca ds. infolinii medycznej","Doradca ds. infolinii medycznej Obsługa klienta Call center Customer care","Obsługa klienta"
"https://students.pl/oferty/specjalista-ds-obsugi-klienta-indywidualnego,czestochowa/13654/",CCIG,Częstochowa,"Nie podano","Umowa zlecenie","Specjalista ds. obsługi klienta indywidualnego","Specjalista ds. obsługi klienta indywidualnego Obsługa klienta Call center Customer care","Obsługa klienta"
"https://students.pl/oferty/airline-customer-support-with-spanish-based-in-warsaw,warszawa/13653/",CCIG,Warszawa,"Nie podano","Umowa zlecenie","Airline customer support with Spanish (based in Warsaw)","Airline customer support with Spanish (based in Warsaw) Języki obce Obsługa klienta Call center Customer care hiszpański","Języki obce"
"https://students.pl/oferty/specjalista-ds-social-media,gdansk/13652/","LPP S.A.",Gdańsk,"Nie podano","Umowa o pracę","Specjalista ds. Social Media","Specjalista ds. Social Media Marketing i reklama E-marketing Google Analytics Social media","Marketing i reklama"
"https://students.pl/oferty/influencer-marketing-specialist-reserved-brand,gdansk/13651/","LPP S.A.",Gdańsk,"Nie podano","Umowa o pracę","Influencer Marketing Specialist - Reserved brand","Influencer Marketing Specialist - Reserved brand Marketing i reklama E-marketing Social media Influencer marketing","Marketing i reklama"
"https://students.pl/oferty/sprzedawca-mohito-zakopane,zakopane/13650/","LPP S.A.",Zakopane,"Nie podano","Umowa o pracę","Sprzedawca / Mohito / Zakopane","Sprzedawca / Mohito / Zakopane Sprzedaż Customer care",Sprzedaż
"https://students.pl/oferty/asystent-kierownika-house-galeria-debicka-debica,debica/13649/","LPP S.A.",Dębica,"Nie podano","Umowa o pracę","Asystent Kierownika / House / Galeria Dębicka / Dębica","Asystent Kierownika / House / Galeria Dębicka / Dębica Sprzedaż Customer care Koordynacja zmiany",Sprzedaż
"https://students.pl/oferty/sprzedawca-mohito-bonarka-city-center-krakow,krakow/13648/","LPP S.A.",Kraków,"Nie podano","Umowa o pracę","Sprzedawca / Mohito / Bonarka City Center / Kraków","Sprzedawca / Mohito / Bonarka City Center / Kraków Sprzedaż Customer care",Sprzedaż
"https://students.pl/oferty/telefoniczny-doradca-ds-klienta-biznesowego,katowice/13645/",CCIG,Katowice,"Nie podano","Umowa zlecenie","Telefoniczny Doradca ds. Klienta Biznesowego","Telefoniczny Doradca ds. Klienta Biznesowego Obsługa klienta Call center Customer care","Obsługa klienta"
"https://students.pl/oferty/telefoniczny-doradca-klienta,rzeszow/13644/",CCIG,Rzeszów,"Nie podano","Umowa zlecenie","Telefoniczny Doradca Klienta","Telefoniczny Doradca Klienta Obsługa klienta Call center Customer care","Obsługa klienta"
"https://students.pl/oferty/copywriter-social-media-marka-reserved,gdansk/13643/","LPP S.A.",Gdańsk,"Nie podano","Umowa o pracę","Copywriter Social Media - marka Reserved","Copywriter Social Media - marka Reserved Marketing i reklama Copywriting Microsoft Excel SEO moda","Marketing i reklama"
"https://students.pl/oferty/sprzedawca-mohito-galeria-corso-swinoujscie,swinoujscie/13642/","LPP S.A.",Świnoujście,"Nie podano","Umowa o pracę","Sprzedawca / Mohito / Galeria Corso / Świnoujscie","Sprzedawca / Mohito / Galeria Corso / Świnoujscie Obsługa klienta Customer care","Obsługa klienta"
"https://students.pl/oferty/specjalistka-specjalista-ds-postprodukcji-retuszerka-retuszer,pruszcz-gdanski/13640/","LPP S.A.","Pruszcz Gdański","Nie podano","Umowa o pracę","Specjalistka/ Specjalista ds. postprodukcji (Retuszerka/ Retuszer)","Specjalistka/ Specjalista ds. postprodukcji (Retuszerka/ Retuszer) Marketing i reklama Adobe Photoshop E-commerce Fotografia Retusz","Marketing i reklama"
"https://students.pl/oferty/sprzedawca-house-galeria-bursztynowa-ostroeka,ostroleka/13402/","LPP S.A.",Ostrołęka,"Nie podano","Umowa o pracę","Sprzedawca / House / Galeria Bursztynowa / Ostrołęka","Sprzedawca / House / Galeria Bursztynowa / Ostrołęka Sprzedaż Customer care",Sprzedaż
"https://students.pl/oferty/film-tv-quality-assurance-technician,warszawa/13377/",Testronic,Warszawa,"Nie podano",,"Film & TV, Quality Assurance Technician","Film & TV, Quality Assurance Technician IT i Programowanie Testowanie oprogramowania angielski","IT i Programowanie"
"https://students.pl/oferty/sales-coordinator-marka-sinsay,gdansk/13374/","LPP S.A.",Gdańsk,"Nie podano","Umowa o pracę","Sales Coordinator - marka Sinsay","Sales Coordinator - marka Sinsay Administracja",Administracja
"https://students.pl/oferty/sprzedawca-reserved-galeria-kazimierz-krakow,krakow/13371/","LPP S.A.",Kraków,"Nie podano","Umowa o pracę","Sprzedawca / Reserved / Galeria Kazimierz / Kraków","Sprzedawca / Reserved / Galeria Kazimierz / Kraków Sprzedaż Customer care",Sprzedaż
"https://students.pl/oferty/sprzedawca-sinsay-lebork,lebork/13370/","LPP S.A.",Lębork,"Nie podano","Umowa o pracę","Sprzedawca / Sinsay / Lębork","Sprzedawca / Sinsay / Lębork Sprzedaż Customer care",Sprzedaż
"https://students.pl/oferty/modsza-kupczyni-modszy-kupiec-w-marce-house,krakow/13368/","LPP S.A.",Kraków,"Nie podano","Umowa o pracę","Młodsza Kupczyni / Młodszy Kupiec w marce House","Młodsza Kupczyni / Młodszy Kupiec w marce House Sprzedaż Microsoft Excel Zakupy",Sprzedaż
"https://students.pl/oferty/sprzedawca-reserved-europa-centralna-gliwice,gliwice/13367/","LPP S.A.",Gliwice,"Nie podano","Umowa o pracę","Sprzedawca / Reserved / Europa Centralna / Gliwice","Sprzedawca / Reserved / Europa Centralna / Gliwice Sprzedaż Customer care",Sprzedaż
"https://students.pl/oferty/sprzedawca-reserved-europa-centralna-gliwice,gliwice/13366/","LPP S.A.",Gliwice,"Nie podano","Umowa zlecenie","Sprzedawca / Reserved / Europa Centralna / Gliwice","Sprzedawca / Reserved / Europa Centralna / Gliwice Sprzedaż Customer care",Sprzedaż
"https://students.pl/oferty/starszy-sprzedawca-sinsay-multibox-trzcianka,trzcianka/13365/","LPP S.A.",Trzcianka,"2800 - 3000zł","Umowa o pracę","Starszy Sprzedawca / Sinsay / Multibox / Trzcianka","Starszy Sprzedawca / Sinsay / Multibox / Trzcianka Sprzedaż Customer care",Sprzedaż
"https://students.pl/oferty/sprzedawca-reserved-europa-centralna-gliwice,gliwice/13364/","LPP S.A.",Gliwice,"Nie podano","Umowa o pracę","Sprzedawca / Reserved / Europa Centralna / Gliwice","Sprzedawca / Reserved / Europa Centralna / Gliwice Sprzedaż Customer care",Sprzedaż
"https://students.pl/oferty/absolwentstudent-ekonomii-rachunkowosci-finansow-zarzadzania-administracji,krakow/13305/","Dr IT Kraków Sp. z o.o.",Kraków,"Nie podano",,"Absolwent/Student ekonomii, rachunkowości, finansów, zarządzania, administracji","Absolwent/Student ekonomii, rachunkowości, finansów, zarządzania, administracji Administracja IT i Programowanie Customer care Księgowość Rachunkowość",Administracja
"https://students.pl/oferty/serwisant-laptopow,balice/13277/",SELKEA,Balice,"Nie podano",,"Serwisant Laptopów","Serwisant Laptopów Inżynieria i technologia IT i Programowanie","Inżynieria i technologia"
"https://students.pl/oferty/praktyki-w-dziale-pozyskiwania-gruntow-projekty-farm-fotowoltaicznych,warszawa/13209/","Paged Real Estate",Warszawa,"Nie podano",,"Praktyki w dziale pozyskiwania gruntów - projekty farm fotowoltaicznych","Praktyki w dziale pozyskiwania gruntów - projekty farm fotowoltaicznych Inżynieria i technologia","Inżynieria i technologia"
"https://students.pl/oferty/praktyki-projektowanie-wnetrz-online,warszawa/13013/","Projektowanie Wnętrz Online",Warszawa,"Nie podano",,"Praktyki | Projektowanie Wnętrz Online","Praktyki | Projektowanie Wnętrz Online Budownictwo i architektura Projektowanie wnętrz","Budownictwo i architektura"
"https://students.pl/oferty/specjalista-ds-sprzedazy-internetowej-the-body-shop-blue-city,warszawa/12997/","Alshaya Poland",Warszawa,"Nie podano","Umowa o pracę, umowa zlecenie","Specjalista ds. Sprzedaży Internetowej THE BODY SHOP - Blue City","Specjalista ds. Sprzedaży Internetowej THE BODY SHOP - Blue City Sprzedaż E-commerce",Sprzedaż
"https://students.pl/oferty/sprzedawca-reserved-plaza-rybnik,rybnik/12994/","LPP S.A.",Rybnik,"Nie podano","Umowa o pracę","Sprzedawca / Reserved / Plaza / Rybnik","Sprzedawca / Reserved / Plaza / Rybnik Sprzedaż Customer care",Sprzedaż
"https://students.pl/oferty/social-media-kontent-manager,warszawa/12990/","Fina Cyberis",Warszawa,"Nie podano","Umowa B2B, umowa o pracę, umowa zlecenie","Social media / kontent manager","Social media / kontent manager Marketing i reklama Content marketing Social media angielski","Marketing i reklama"
